TradeID, Symbol, Timeframe, Session, Weekday, Direction, HTFBias, SweepType, FvgSize, ObQuality, DisplacementScore, ConfluenceScore, ATR, Spread, EntryPrice, SLPrice, TPPrice, ExitPrice, RR, RMultiple, DurationBars, MFE, MAE, ReasonClosed
41, XAUUSD, M5, NY Open, Thu, SHORT, Bearish, SMT+RSI, 3.79, 85%, 80%, 85%, 3.79, 0.25, 2347.26, 2352.95, 2335.89, 2335.89, 1:2.0, +2.0R, 24, +2.2R, -0.4R, CLOSED_TP_FULL
42, XAUUSD, M5, London KZ, Fri, LONG, Bullish, SMT+RSI, 4.21, 85%, 80%, 85%, 4.21, 0.25, 2337.02, 2330.7, 2349.65, 2349.65, 1:2.0, +2.0R, 21, +2.2R, -0.4R, CLOSED_TP_FULL
43, XAUUSD, M5, London KZ, Mon, LONG, Bullish, SMT+RSI, 3.62, 85%, 80%, 85%, 3.62, 0.25, 2337.53, 2332.1, 2348.39, 2348.39, 1:2.0, +2.0R, 34, +2.2R, -0.4R, CLOSED_TP_FULL
44, XAUUSD, M5, London KZ, Mon, LONG, Neutral, SMT+RSI, 3.35, 85%, 80%, 85%, 3.35, 0.25, 2338.18, 2333.15, 2348.23, 2348.23, 1:2.0, +2.0R, 34, +2.2R, -0.4R, CLOSED_TP_FULL
45, XAUUSD, M5, London KZ, Tue, LONG, Neutral, SMT+RSI, 4.11, 85%, 80%, 85%, 4.11, 0.25, 2347.3, 2341.14, 2359.63, 2359.63, 1:2.0, +2.0R, 34, +2.2R, -0.4R, CLOSED_TP_FULL
46, XAUUSD, M5, NY Open, Tue, LONG, Bullish, SMT+RSI, 3.3, 85%, 80%, 85%, 3.3, 0.25, 2342.71, 2337.76, 2352.61, 2337.76, 1:2.0, -1.0R, 31, +0.3R, -1.0R, CLOSED_SL
47, XAUUSD, M5, Asia KZ, Tue, LONG, Neutral, SMT+RSI, 3.7, 85%, 80%, 85%, 3.7, 0.25, 2352.49, 2346.94, 2363.59, 2346.94, 1:2.0, -1.0R, 11, +0.3R, -1.0R, CLOSED_SL
48, XAUUSD, M5, NY Open, Tue, LONG, Neutral, SMT+RSI, 2.94, 85%, 80%, 85%, 2.94, 0.25, 2353.36, 2348.95, 2362.18, 2348.95, 1:2.0, -1.0R, 18, +0.3R, -1.0R, CLOSED_SL
49, XAUUSD, M5, London KZ, Wed, LONG, Bullish, SMT+RSI, 4.07, 85%, 80%, 85%, 4.07, 0.25, 2337.96, 2331.86, 2350.17, 2337.96, 1:2.0, +0.0R, 17, +1.1R, -0.3R, CLOSED_BE
50, XAUUSD, M5, London KZ, Thu, SHORT, Bearish, SMT+RSI, 3.09, 85%, 80%, 85%, 3.09, 0.25, 2338.33, 2342.97, 2329.06, 2329.06, 1:2.0, +2.0R, 28, +2.2R, -0.4R, CLOSED_TP_FULL
51, XAUUSD, M5, NY Silver Bullet, Thu, SHORT, Bearish, SMT+RSI, 3.19, 85%, 80%, 85%, 3.19, 0.25, 2344.68, 2349.46, 2335.11, 2335.11, 1:2.0, +2.0R, 20, +2.2R, -0.4R, CLOSED_TP_FULL
52, XAUUSD, M5, London KZ, Fri, SHORT, Neutral, SMT+RSI, 3.51, 85%, 80%, 85%, 3.51, 0.25, 2347.2, 2352.46, 2336.67, 2352.46, 1:2.0, -1.0R, 7, +0.3R, -1.0R, CLOSED_SL
53, XAUUSD, M5, London KZ, Fri, LONG, Bullish, SMT+RSI, 3.42, 85%, 80%, 85%, 3.42, 0.25, 2350.65, 2345.52, 2360.91, 2345.52, 1:2.0, -1.0R, 7, +0.3R, -1.0R, CLOSED_SL
54, XAUUSD, M5, NY Open, Mon, LONG, Neutral, SMT+RSI, 3.17, 85%, 80%, 85%, 3.17, 0.25, 2354.86, 2350.11, 2364.37, 2364.37, 1:2.0, +2.0R, 10, +2.2R, -0.4R, CLOSED_TP_FULL
55, XAUUSD, M5, London KZ, Mon, LONG, Bullish, SMT+RSI, 3.05, 85%, 80%, 85%, 3.05, 0.25, 2352.04, 2347.47, 2361.19, 2361.19, 1:2.0, +2.0R, 11, +2.2R, -0.4R, CLOSED_TP_FULL
56, XAUUSD, M5, NY Open, Mon, SHORT, Neutral, SMT+RSI, 3.37, 85%, 80%, 85%, 3.37, 0.25, 2341.63, 2346.68, 2331.52, 2346.68, 1:2.0, -1.0R, 22, +0.3R, -1.0R, CLOSED_SL
57, XAUUSD, M5, London KZ, Mon, LONG, Neutral, SMT+RSI, 3.43, 85%, 80%, 85%, 3.43, 0.25, 2356.3, 2351.16, 2366.59, 2366.59, 1:2.0, +2.0R, 16, +2.2R, -0.4R, CLOSED_TP_FULL
58, XAUUSD, M5, Asia KZ, Tue, SHORT, Neutral, SMT+RSI, 3.72, 85%, 80%, 85%, 3.72, 0.25, 2343.92, 2349.5, 2332.76, 2332.76, 1:2.0, +2.0R, 13, +2.2R, -0.4R, CLOSED_TP_FULL
59, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, SMT+RSI, 3.48, 85%, 80%, 85%, 3.48, 0.25, 2349.38, 2354.6, 2338.94, 2354.6, 1:2.0, -1.0R, 18, +0.3R, -1.0R, CLOSED_SL
60, XAUUSD, M5, NY Open, Thu, SHORT, Bearish, SMT+RSI, 2.92, 85%, 80%, 85%, 2.92, 0.25, 2343.56, 2347.94, 2334.8, 2334.8, 1:2.0, +2.0R, 21, +2.2R, -0.4R, CLOSED_TP_FULL
61, XAUUSD, M5, London KZ, Thu, LONG, Neutral, SMT+RSI, 3.18, 85%, 80%, 85%, 3.18, 0.25, 2345.63, 2340.86, 2355.17, 2355.17, 1:2.0, +2.0R, 31, +2.2R, -0.4R, CLOSED_TP_FULL
62, XAUUSD, M5, NY Open, Thu, SHORT, Neutral, SMT+RSI, 3.45, 85%, 80%, 85%, 3.45, 0.25, 2359.71, 2364.89, 2349.36, 2364.89, 1:2.0, -1.0R, 8, +0.3R, -1.0R, CLOSED_SL
63, XAUUSD, M5, NY Silver Bullet, Thu, SHORT, Bearish, SMT+RSI, 3.96, 85%, 80%, 85%, 3.96, 0.25, 2361.08, 2367.02, 2349.2, 2349.2, 1:2.0, +2.0R, 12, +2.2R, -0.4R, CLOSED_TP_FULL
64, XAUUSD, M5, London KZ, Fri, LONG, Neutral, SMT+RSI, 3.83, 85%, 80%, 85%, 3.83, 0.25, 2356.71, 2350.97, 2368.2, 2368.2, 1:2.0, +2.0R, 27, +2.2R, -0.4R, CLOSED_TP_FULL
65, XAUUSD, M5, NY Open, Fri, LONG, Bullish, SMT+RSI, 3.15, 85%, 80%, 85%, 3.15, 0.25, 2346.62, 2341.89, 2356.07, 2356.07, 1:2.0, +2.0R, 18, +2.2R, -0.4R, CLOSED_TP_FULL
66, XAUUSD, M5, London KZ, Fri, SHORT, Bearish, SMT+RSI, 4.27, 85%, 80%, 85%, 4.27, 0.25, 2357.04, 2363.45, 2344.23, 2344.23, 1:2.0, +2.0R, 19, +2.2R, -0.4R, CLOSED_TP_FULL
67, XAUUSD, M5, NY Open, Mon, LONG, Bullish, SMT+RSI, 3.23, 85%, 80%, 85%, 3.23, 0.25, 2352.01, 2347.17, 2361.7, 2361.7, 1:2.0, +2.0R, 9, +2.2R, -0.4R, CLOSED_TP_FULL
68, XAUUSD, M5, NY Open, Mon, LONG, Bullish, SMT+RSI, 4.0, 85%, 80%, 85%, 4.0, 0.25, 2340.95, 2334.95, 2352.95, 2334.95, 1:2.0, -1.0R, 29, +0.3R, -1.0R, CLOSED_SL
69, XAUUSD, M5, NY Open, Mon, LONG, Neutral, SMT+RSI, 3.37, 85%, 80%, 85%, 3.37, 0.25, 2350.09, 2345.04, 2360.2, 2360.2, 1:2.0, +2.0R, 26, +2.2R, -0.4R, CLOSED_TP_FULL
70, XAUUSD, M5, NY Silver Bullet, Mon, LONG, Bullish, SMT+RSI, 3.75, 85%, 80%, 85%, 3.75, 0.25, 2341.9, 2336.28, 2353.15, 2336.28, 1:2.0, -1.0R, 33, +0.3R, -1.0R, CLOSED_SL
71, XAUUSD, M5, NY Silver Bullet, Tue, LONG, Neutral, SMT+RSI, 3.1, 85%, 80%, 85%, 3.1, 0.25, 2352.57, 2347.92, 2361.87, 2361.87, 1:2.0, +2.0R, 11, +2.2R, -0.4R, CLOSED_TP_FULL
72, XAUUSD, M5, NY Open, Tue, LONG, Bullish, SMT+RSI, 3.01, 85%, 80%, 85%, 3.01, 0.25, 2343.4, 2338.89, 2352.43, 2338.89, 1:2.0, -1.0R, 26, +0.3R, -1.0R, CLOSED_SL
73, XAUUSD, M5, NY Open, Tue, SHORT, Bearish, SMT+RSI, 4.21, 85%, 80%, 85%, 4.21, 0.25, 2355.59, 2361.91, 2342.96, 2355.59, 1:2.0, +0.0R, 30, +1.1R, -0.3R, CLOSED_BE
74, XAUUSD, M5, NY Open, Wed, LONG, Bullish, SMT+RSI, 3.89, 85%, 80%, 85%, 3.89, 0.25, 2356.92, 2351.09, 2368.59, 2368.59, 1:2.0, +2.0R, 21, +2.2R, -0.4R, CLOSED_TP_FULL
75, XAUUSD, M5, London KZ, Wed, SHORT, Bearish, SMT+RSI, 3.78, 85%, 80%, 85%, 3.78, 0.25, 2355.67, 2361.34, 2344.33, 2344.33, 1:2.0, +2.0R, 24, +2.2R, -0.4R, CLOSED_TP_FULL
76, XAUUSD, M5, NY Open, Thu, SHORT, Bearish, SMT+RSI, 3.73, 85%, 80%, 85%, 3.73, 0.25, 2356.49, 2362.08, 2345.3, 2345.3, 1:2.0, +2.0R, 31, +2.2R, -0.4R, CLOSED_TP_FULL
77, XAUUSD, M5, NY Open, Thu, SHORT, Bearish, SMT+RSI, 3.72, 85%, 80%, 85%, 3.72, 0.25, 2341.04, 2346.62, 2329.88, 2329.88, 1:2.0, +2.0R, 14, +2.2R, -0.4R, CLOSED_TP_FULL
78, XAUUSD, M5, London KZ, Thu, LONG, Bullish, SMT+RSI, 3.15, 85%, 80%, 85%, 3.15, 0.25, 2352.18, 2347.45, 2361.63, 2347.45, 1:2.0, -1.0R, 22, +0.3R, -1.0R, CLOSED_SL
79, XAUUSD, M5, London KZ, Thu, SHORT, Bearish, SMT+RSI, 3.69, 85%, 80%, 85%, 3.69, 0.25, 2353.18, 2358.71, 2342.11, 2342.11, 1:2.0, +2.0R, 11, +2.2R, -0.4R, CLOSED_TP_FULL
80, XAUUSD, M5, London KZ, Fri, LONG, Neutral, SMT+RSI, 4.23, 85%, 80%, 85%, 4.23, 0.25, 2346.69, 2340.35, 2359.38, 2359.38, 1:2.0, +2.0R, 22, +2.2R, -0.4R, CLOSED_TP_FULL
81, XAUUSD, M5, London KZ, Fri, LONG, Bullish, SMT+RSI, 4.04, 85%, 80%, 85%, 4.04, 0.25, 2342.99, 2336.93, 2355.11, 2336.93, 1:2.0, -1.0R, 18, +0.3R, -1.0R, CLOSED_SL
82, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, SMT+RSI, 2.91, 85%, 80%, 85%, 2.91, 0.25, 2343.49, 2347.85, 2334.76, 2334.76, 1:2.0, +2.0R, 10, +2.2R, -0.4R, CLOSED_TP_FULL
83, XAUUSD, M5, London KZ, Mon, SHORT, Neutral, SMT+RSI, 4.5, 85%, 80%, 85%, 4.5, 0.25, 2349.01, 2355.76, 2335.51, 2355.76, 1:2.0, -1.0R, 31, +0.3R, -1.0R, CLOSED_SL
84, XAUUSD, M5, London KZ, Tue, SHORT, Bearish, SMT+RSI, 4.38, 85%, 80%, 85%, 4.38, 0.25, 2350.77, 2357.34, 2337.63, 2337.63, 1:2.0, +2.0R, 34, +2.2R, -0.4R, CLOSED_TP_FULL
85, XAUUSD, M5, NY Open, Tue, SHORT, Bearish, SMT+RSI, 3.89, 85%, 80%, 85%, 3.89, 0.25, 2355.86, 2361.7, 2344.19, 2355.86, 1:2.0, +0.0R, 28, +1.1R, -0.3R, CLOSED_BE
86, XAUUSD, M5, London KZ, Tue, SHORT, Bearish, SMT+RSI, 3.22, 85%, 80%, 85%, 3.22, 0.25, 2363.3, 2368.13, 2353.64, 2368.13, 1:2.0, -1.0R, 22, +0.3R, -1.0R, CLOSED_SL
87, XAUUSD, M5, NY Silver Bullet, Tue, LONG, Neutral, SMT+RSI, 3.61, 85%, 80%, 85%, 3.61, 0.25, 2362.5, 2357.09, 2373.33, 2373.33, 1:2.0, +2.0R, 25, +2.2R, -0.4R, CLOSED_TP_FULL
88, XAUUSD, M5, NY Silver Bullet, Wed, LONG, Bullish, SMT+RSI, 3.94, 85%, 80%, 85%, 3.94, 0.25, 2359.31, 2353.4, 2371.13, 2371.13, 1:2.0, +2.0R, 25, +2.2R, -0.4R, CLOSED_TP_FULL
89, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, SMT+RSI, 3.61, 85%, 80%, 85%, 3.61, 0.25, 2350.22, 2355.63, 2339.39, 2355.63, 1:2.0, -1.0R, 33, +0.3R, -1.0R, CLOSED_SL
90, XAUUSD, M5, NY Open, Thu, LONG, Neutral, SMT+RSI, 3.85, 85%, 80%, 85%, 3.85, 0.25, 2361.34, 2355.57, 2372.89, 2355.57, 1:2.0, -1.0R, 20, +0.3R, -1.0R, CLOSED_SL
91, XAUUSD, M5, London KZ, Fri, SHORT, Bearish, SMT+RSI, 4.44, 85%, 80%, 85%, 4.44, 0.25, 2360.1, 2366.76, 2346.78, 2366.76, 1:2.0, -1.0R, 22, +0.3R, -1.0R, CLOSED_SL
92, XAUUSD, M5, NY Open, Fri, LONG, Bullish, SMT+RSI, 3.42, 85%, 80%, 85%, 3.42, 0.25, 2354.74, 2349.61, 2365.0, 2354.74, 1:2.0, +0.0R, 21, +1.1R, -0.3R, CLOSED_BE
93, XAUUSD, M5, NY Open, Fri, SHORT, Neutral, SMT+RSI, 4.0, 85%, 80%, 85%, 4.0, 0.25, 2342.78, 2348.78, 2330.78, 2348.78, 1:2.0, -1.0R, 13, +0.3R, -1.0R, CLOSED_SL
94, XAUUSD, M5, NY Silver Bullet, Mon, LONG, Neutral, SMT+RSI, 4.14, 85%, 80%, 85%, 4.14, 0.25, 2343.91, 2337.7, 2356.33, 2343.91, 1:2.0, +0.0R, 21, +1.1R, -0.3R, CLOSED_BE
95, XAUUSD, M5, NY Open, Mon, SHORT, Neutral, SMT+RSI, 3.41, 85%, 80%, 85%, 3.41, 0.25, 2344.81, 2349.92, 2334.58, 2344.81, 1:2.0, +0.0R, 7, +1.1R, -0.3R, CLOSED_BE
96, XAUUSD, M5, NY Silver Bullet, Mon, LONG, Bullish, SMT+RSI, 3.61, 85%, 80%, 85%, 3.61, 0.25, 2356.04, 2350.62, 2366.87, 2350.62, 1:2.0, -1.0R, 25, +0.3R, -1.0R, CLOSED_SL
97, XAUUSD, M5, Asia KZ, Tue, LONG, Neutral, SMT+RSI, 3.07, 85%, 80%, 85%, 3.07, 0.25, 2361.9, 2357.3, 2371.11, 2357.3, 1:2.0, -1.0R, 12, +0.3R, -1.0R, CLOSED_SL
98, XAUUSD, M5, NY Silver Bullet, Tue, SHORT, Bearish, SMT+RSI, 3.1, 85%, 80%, 85%, 3.1, 0.25, 2351.94, 2356.59, 2342.64, 2342.64, 1:2.0, +2.0R, 25, +2.2R, -0.4R, CLOSED_TP_FULL
99, XAUUSD, M5, NY Open, Wed, SHORT, Neutral, SMT+RSI, 4.13, 85%, 80%, 85%, 4.13, 0.25, 2355.3, 2361.5, 2342.91, 2342.91, 1:2.0, +2.0R, 29, +2.2R, -0.4R, CLOSED_TP_FULL
100, XAUUSD, M5, London KZ, Wed, SHORT, Bearish, SMT+RSI, 3.68, 85%, 80%, 85%, 3.68, 0.25, 2355.95, 2361.47, 2344.91, 2344.91, 1:2.0, +2.0R, 30, +2.2R, -0.4R, CLOSED_TP_FULL
101, XAUUSD, M5, London KZ, Wed, LONG, Bullish, SMT+RSI, 2.92, 85%, 80%, 85%, 2.92, 0.25, 2347.79, 2343.41, 2356.55, 2343.41, 1:2.0, -1.0R, 32, +0.3R, -1.0R, CLOSED_SL
102, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, SMT+RSI, 3.18, 85%, 80%, 85%, 3.18, 0.25, 2352.9, 2357.67, 2343.36, 2343.36, 1:2.0, +2.0R, 6, +2.2R, -0.4R, CLOSED_TP_FULL
103, XAUUSD, M5, London KZ, Thu, SHORT, Bearish, SMT+RSI, 4.06, 85%, 80%, 85%, 4.06, 0.25, 2367.15, 2373.24, 2354.97, 2354.97, 1:2.0, +2.0R, 24, +2.2R, -0.4R, CLOSED_TP_FULL
104, XAUUSD, M5, Asia KZ, Thu, SHORT, Bearish, SMT+RSI, 4.15, 85%, 80%, 85%, 4.15, 0.25, 2365.76, 2371.99, 2353.31, 2371.99, 1:2.0, -1.0R, 11, +0.3R, -1.0R, CLOSED_SL
105, XAUUSD, M5, London KZ, Thu, LONG, Bullish, SMT+RSI, 3.36, 85%, 80%, 85%, 3.36, 0.25, 2365.11, 2360.07, 2375.19, 2375.19, 1:2.0, +2.0R, 17, +2.2R, -0.4R, CLOSED_TP_FULL
106, XAUUSD, M5, London KZ, Fri, LONG, Bullish, SMT+RSI, 2.82, 85%, 80%, 85%, 2.82, 0.25, 2367.26, 2363.03, 2375.72, 2375.72, 1:2.0, +2.0R, 21, +2.2R, -0.4R, CLOSED_TP_FULL
